768;907;189.254;4792.512;87.489;0.360;0.307;0.602
768;907;189.719;4780.756;87.158;0.358;0.315;0.597
784;965;200.359;4816.346;97.206;0.366;0.324;0.606
784;965;194.188;4969.408;90.182;0.367;0.326;0.608
784;965;193.084;4997.825;90.608;0.367;0.325;0.604
800;1025;202.780;5054.739;98.791;0.368;0.329;0.611
800;1025;201.376;5089.970;98.068;0.376;0.343;0.613
800;1025;200.441;5113.727;98.302;0.395;0.335;1.112
816;1088;208.260;5224.243;105.254;0.396;0.350;0.627
816;1088;209.476;5193.913;106.144;0.405;0.352;0.637
816;1088;206.728;5262.955;104.809;0.397;0.326;0.621
832;1153;214.451;5376.530;110.952;0.473;0.367;0.632
832;1153;214.294;5380.454;110.807;0.401;0.347;0.634
832;1153;214.752;5368.991;110.848;0.408;0.354;0.634
848;1221;211.468;5773.937;119.163;0.503;0.403;0.602
848;1221;214.035;5704.680;119.701;0.418;0.378;0.590
848;1221;212.611;5742.890;119.502;0.408;0.384;0.593
864;1291;223.125;5785.983;127.861;0.449;0.403;0.601
864;1291;221.364;5832.023;126.722;0.520;0.409;0.603
864;1291;221.931;5817.136;127.248;0.478;0.404;0.594
880;1364;230.693;5912.623;135.829;0.475;0.448;0.604
880;1364;230.401;5920.106;135.069;0.458;0.409;0.606
880;1364;230.682;5912.892;135.593;0.474;0.424;0.611
896;1440;239.954;6001.138;143.942;0.458;0.423;1.034
896;1440;237.472;6063.877;143.997;0.516;0.461;0.947
896;1440;238.943;6026.551;144.445;0.510;0.446;0.943
912;1518;252.723;6006.566;158.537;0.541;0.467;0.985
912;1518;252.215;6018.682;158.186;0.555;0.450;0.962
912;1518;252.076;6021.984;158.198;0.533;0.467;1.061
928;1600;273.686;5846.107;170.369;0.591;0.480;1.067
928;1600;272.897;5863.018;169.433;0.574;0.485;1.068
928;1600;271.895;5884.621;169.787;0.557;0.485;1.080
944;1684;278.779;6040.621;175.227;0.616;0.488;1.075
944;1684;280.961;5993.719;177.734;0.597;0.517;1.079
944;1684;280.054;6013.119;176.861;0.559;0.488;1.078
960;1771;290.518;6096.017;185.036;0.606;0.500;1.090
960;1771;289.201;6123.768;185.822;0.552;0.482;1.081
960;1771;288.069;6147.822;184.980;0.629;0.505;1.083
976;1861;300.360;6195.894;197.285;0.623;0.513;1.087
976;1861;303.866;6124.402;198.530;0.669;0.537;1.098
976;1861;302.197;6158.235;196.059;0.614;0.527;1.000
992;1954;304.508;6416.899;210.035;0.630;0.572;1.005
992;1954;302.411;6461.409;209.447;0.688;0.544;1.002
992;1954;303.750;6432.926;208.798;0.641;0.541;1.052
1008;2050;317.497;6456.754;222.184;0.698;0.565;1.026
1008;2050;316.775;6471.473;221.957;0.670;0.600;1.016
1008;2050;315.948;6488.399;221.031;0.713;0.570;1.017
1024;2149;318.520;6746.838;224.628;0.650;0.582;1.028
1024;2149;321.429;6685.778;225.102;0.658;0.586;1.022
1024;2149;319.755;6720.764;226.134;0.632;0.578;1.038
1040;2251;344.830;6527.858;249.466;0.671;0.596;1.367
1040;2251;347.419;6479.208;251.007;0.702;0.588;1.511
1040;2251;353.823;6361.939;250.215;0.709;0.635;1.511
1056;2357;369.112;6385.604;262.734;0.722;0.631;1.519
1056;2357;366.494;6431.207;262.358;0.781;0.625;1.520
1056;2357;367.792;6408.515;263.919;0.750;0.672;1.519
1072;2466;384.913;6406.647;280.769;0.749;0.641;1.537
1072;2466;385.890;6390.426;281.393;0.765;0.719;1.534
1072;2466;387.441;6364.841;281.883;0.722;0.634;1.534
1088;2578;397.155;6491.168;292.746;0.799;0.655;1.662
1088;2578;397.764;6481.234;294.111;0.819;0.657;1.553
1088;2578;389.344;6621.402;293.854;0.714;0.644;1.410
1104;2693;399.417;6742.332;303.382;0.805;0.672;1.412
1104;2693;398.500;6757.838;302.279;0.808;0.674;1.409
1104;2693;409.974;6568.708;301.738;0.819;0.674;1.413
1120;2812;411.528;6833.069;316.194;0.902;0.702;1.418
1120;2812;410.385;6852.108;315.505;0.898;0.727;1.443
1120;2812;410.844;6844.450;314.931;0.887;0.695;1.650
1136;2934;452.494;6484.058;355.659;0.862;0.729;1.429
1136;2934;450.419;6513.939;353.800;0.983;0.716;1.577
1136;2934;457.970;6406.538;353.793;0.858;0.726;1.579
1152;3060;469.128;6522.742;363.855;0.899;0.761;1.978
1152;3060;471.841;6485.234;367.281;0.892;0.755;1.959
1152;3060;470.935;6497.707;365.914;0.861;0.762;1.965
1168;3189;496.450;6423.605;390.037;0.921;0.774;1.981
1168;3189;496.811;6418.935;390.349;0.880;0.789;1.981
1168;3189;497.240;6413.407;392.407;0.912;0.775;2.017
1184;3322;517.118;6424.060;411.006;0.995;0.785;1.789
1184;3322;506.418;6559.805;407.963;0.931;0.779;1.792
1184;3322;504.566;6583.874;408.530;0.933;0.784;2.360
1200;3458;515.043;6714.008;418.024;0.899;0.798;1.816
1200;3458;516.587;6693.932;418.385;0.921;0.802;1.811
1200;3458;514.335;6723.239;417.924;1.057;0.801;1.805
